Year,Month,Event Date and Time,Restoration Date and Time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,ba_codes,eia_codes,timezone_shift,start_time,end_time
2019,5,05/09/2019  7:06 PM,05/10/2019  2:57 AM,"7 Hours, 51 Minutes","CenterPoint Energy Houston Electric, LLC",TRE,Texas: Harris County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",0,0,['ERCO'],['COAS'],6.0,2019-05-10 01:00:00,2019-05-10 08:00:00
2019,5,05/10/2019  2:00 AM,05/10/2019 12:15 PM,"10 Hours, 15 Minutes",Entergy Corp,TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,61008,['MISO'],['8910'],6.0,2019-05-10 08:00:00,2019-05-10 18:00:00
2019,5,05/18/2019  3:45 PM,05/20/2019  4:00 AM,"36 Hours, 15 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,68000,['ERCO'],"['NRTH', 'FWES', 'EAST', 'NCEN']",6.0,2019-05-18 21:00:00,2019-05-20 10:00:00
2019,5,05/23/2019  1:11 AM,05/23/2019 12:00 PM,"10 Hours, 49 Minutes",Northern Indiana Pub Serv Co,RF,Indiana:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",0,0,['MISO'],['0006'],5.0,2019-05-23 06:00:00,2019-05-23 17:00:00
2019,5,05/23/2019  4:55 PM,05/23/2019 11:40 PM,"6 Hours, 45 Minutes",Dominion Energy VA,SERC,Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,100000,['PJM'],"['AP', 'DPL', 'DOM', 'AEP']",5.0,2019-05-23 21:00:00,2019-05-24 04:00:00
2019,5,05/24/2019  9:47 PM,05/24/2019 11:58 PM,"2 Hours, 11 Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system-Severe Weather,20,10961,['CISO'],['PGAE'],8.0,2019-05-25 05:00:00,2019-05-25 07:00:00
2019,5,05/27/2019 10:07 PM,05/28/2019  3:00 AM,"4 Hours, 53 Minutes",Dayton Power & Light Co,RF,"Ohio: Montgomery County, Darke County, Mercer County, Miami County, Greene County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",347,70000,['PJM'],['DAY'],5.0,2019-05-28 03:00:00,2019-05-28 08:00:00
2019,6,06/02/2019  6:19 PM,06/02/2019  8:43 PM,"2 Hours, 24 Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.-Severe Weather/Transmission Interruption,,,['CISO'],['PGAE'],8.0,2019-06-03 02:00:00,2019-06-03 04:00:00
2019,6,06/06/2019  6:09 PM,06/06/2019  6:35 PM,"0 Hours, 26 Minutes",CPS Energy,TRE,Texas: Bexar County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,55017,['ERCO'],"['SCEN', 'SOUT']",6.0,2019-06-07 00:00:00,2019-06-07 00:00:00
2019,6,06/07/2019  2:43 PM,06/07/2019  4:20 PM,"1 Hours, 37 Minutes",American Electric Power - Texas,TRE,Texas: Pecos County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",8,1,['ERCO'],['FWES'],6.0,2019-06-07 20:00:00,2019-06-07 22:00:00
2019,6,06/08/2019  3:50 PM,06/08/2019  7:40 PM,"3 Hours, 50 Minutes",Southwestern Public Service,TRE,Texas: Potter County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['SWPP'],['SPS'],6.0,2019-06-08 21:00:00,2019-06-09 01:00:00
2019,6,06/09/2019  2:45 PM,06/13/2019 10:30 PM,"103 Hours, 45 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Palo Pinto County, Tarrant County, Ellis County, Williamson County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,558000,['ERCO'],"['SCEN', 'WEST', 'NCEN']",6.0,2019-06-09 20:00:00,2019-06-14 04:00:00
2019,6,06/12/2019  2:56 PM,06/12/2019  3:50 PM,"0 Hours, 54 Minutes",Imperial Irrigation District,WECC,"California: Imperial County, Riverside County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Generation Inadequacy,982,30907,['IID'],['IID'],8.0,2019-06-12 22:00:00,2019-06-12 23:00:00
2019,6,06/16/2019  2:00 AM,06/17/2019 11:59 PM,"45 Hours, 59 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Dallas County, Tarrant County, Collin County, Denton County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,340000,['ERCO'],['NCEN'],6.0,2019-06-16 08:00:00,2019-06-18 05:00:00
2019,6,06/19/2019 10:30 PM,06/20/2019  7:00 PM,"20 Hours, 30 Minutes",Entergy Corp,SPP RE,Arkansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,82045,['MISO'],['8910'],6.0,2019-06-20 04:00:00,2019-06-21 01:00:00
2019,6,06/20/2019  4:11 PM,06/21/2019 12:45 PM,"20 Hours, 34 Minutes",Dominion Energy VA,SERC,Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,60000,['PJM'],"['AP', 'DPL', 'DOM', 'AEP']",5.0,2019-06-20 21:00:00,2019-06-21 17:00:00
2019,6,06/22/2019  8:46 PM,06/23/2019 12:30 AM,"3 Hours, 44 Minutes",Southern Company,SERC,Alabama: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",115,34637,['SOCO'],['SOCO'],6.0,2019-06-23 02:00:00,2019-06-23 06:00:00
2019,6,06/23/2019  5:13 AM,06/23/2019 10:58 AM,"5 Hours, 45 Minutes",Entergy - Transmission Operations Engineering,SPP RE,Arkansas:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",47,16199,['MISO'],['8910'],6.0,2019-06-23 11:00:00,2019-06-23 16:00:00
2019,6,06/23/2019 10:00 PM,06/25/2019 11:00 PM,"49 Hours,  0 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,265000,['ERCO'],"['EAST', 'NCEN']",6.0,2019-06-24 04:00:00,2019-06-26 05:00:00
2019,6,06/24/2019  5:30 AM,06/24/2019  8:45 AM,"3 Hours, 15 Minutes",Entergy Corp,SPP RE,Arkansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,56451,['MISO'],['8910'],6.0,2019-06-24 11:00:00,2019-06-24 14:00:00
2019,6,06/26/2019  1:58 PM,06/26/2019  2:03 PM,"0 Hours,  5 Minutes",Montana-Dakota Utilities Co,MRO,North Dakota: Williams County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",53,0,['MISO'],['0001'],6.0,2019-06-26 19:00:00,2019-06-26 20:00:00
2019,6,06/30/2019  3:15 PM,06/30/2019  4:15 PM,"1 Hours,  0 Minutes",Long Island Power Authority,NPCC,"New York: Nassau County, Suffolk County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3189,52498,['NYIS'],['ZONK'],5.0,2019-06-30 20:00:00,2019-06-30 21:00:00
2019,6,06/30/2019  3:30 PM,06/30/2019  8:30 PM,"5 Hours,  0 Minutes",ComEd,SERC,"Illinois: Cook County, DeKalb County, DuPage County, Grundy County, Iroquois County, Ford County, Lake County, Kendall County, Kankakee County, Kane County, Ogle County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,100000,['PJM'],['CE'],6.0,2019-06-30 21:00:00,2019-07-01 02:00:00
2019,7,07/10/2019 12:10 PM,07/12/2019 12:30 PM,"48 Hours, 20 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Hood County, Johnson County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,57000,['ERCO'],['NCEN'],6.0,2019-07-10 18:00:00,2019-07-12 18:00:00
2019,7,07/11/2019 11:08 AM,07/11/2019 11:13 AM,"0 Hours,  5 Minutes",Southwestern Public Service,TRE,Texas: Lynn County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",26,2043,['SWPP'],['SPS'],6.0,2019-07-11 17:00:00,2019-07-11 17:00:00
2019,7,07/13/2019  7:15 AM,07/14/2019  5:00 PM,"33 Hours, 45 Minutes",Entergy Corp,SERC,Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,55730,['MISO'],['8910'],6.0,2019-07-13 13:00:00,2019-07-14 23:00:00
2019,7,07/13/2019  6:47 PM,07/13/2019 11:37 PM,"4 Hours, 50 Minutes",NYISO,NPCC,New York: New York County;,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident-Transmission Interruption,452,72669,['NYIS'],['ZONJ'],5.0,2019-07-13 23:00:00,2019-07-14 04:00:00
2019,7,07/13/2019 11:55 PM,07/14/2019  1:00 PM,"13 Hours,  5 Minutes",Cleco Power LLC,SERC,"Louisiana: Acadia Parish, Avoyelles Parish, Catahoula Parish, Evangeline Parish, Grant Parish, Iberia Parish, LaSalle Parish, Natchitoches Parish, Rapides Parish, Sabine Parish, St. Landry Parish, St. Martin Parish, St. Mary Parish, St. Tammany Parish, Allen Parish, Beauregard Parish, Calcasieu Parish, Vermilion Parish, De Soto Parish, Jefferson Davis Parish, Red River Parish, Tangipahoa Parish, V","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,63000,['MISO'],['8910'],6.0,2019-07-14 05:00:00,2019-07-14 19:00:00
2019,7,07/19/2019  7:00 PM,07/21/2019  8:00 PM,"49 Hours,  0 Minutes",Detroit Edison Co,RF,Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,400000,['MISO'],['0027'],5.0,2019-07-20 00:00:00,2019-07-22 01:00:00
2019,7,07/20/2019  3:00 AM,07/22/2019  7:00 AM,"52 Hours,  0 Minutes",Consumers Energy Co,RF,"Michigan: Kent County, Newaygo County, Mecosta County, Montcalm County, Isabella County, Ionia County, Allegan County, Barry County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,160000,['MISO'],['0027'],5.0,2019-07-20 08:00:00,2019-07-22 12:00:00
2019,7,07/20/2019 11:55 AM,07/23/2019 12:00 AM,"60 Hours,  5 Minutes","WEC Energy Group (WEPCO, WPSC, UMERC, WEP-MIUP)",RF,Wisconsin: Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,50000,['MISO'],"['0027', '0001']",6.0,2019-07-20 17:00:00,2019-07-23 06:00:00
2019,7,07/21/2019 11:00 PM,07/22/2019  8:54 PM,"21 Hours, 54 Minutes",Consolidated Edison Co-NY Inc,NPCC,"New York: Kings County, New York County, Queens County, Bronx County, Westchester County, Richmond County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",60,45000,['NYIS'],"['ZONI', 'ZONG', 'ZONJ', 'ZONH', 'ZONK']",5.0,2019-07-22 04:00:00,2019-07-23 01:00:00
2019,7,07/22/2019  4:00 PM,07/24/2019 11:00 PM,"55 Hours,  0 Minutes",PECO Energy Co,RF,"Pennsylvania: Bucks County, Delaware County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,165000,['PJM'],['PE'],5.0,2019-07-22 21:00:00,2019-07-25 04:00:00
2019,7,07/22/2019  5:50 PM,07/25/2019  1:15 PM,"67 Hours, 25 Minutes",Public Service Electric & Gas,RF,New Jersey: Gloucester County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",49,95600,['PJM'],['PS'],5.0,2019-07-22 22:00:00,2019-07-25 18:00:00
2019,7,07/23/2019  3:39 PM,07/23/2019  7:00 PM,"3 Hours, 21 Minutes",ISO New England,NPCC,Massachusetts:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",54,54535,['ISNE'],"['4006', '4008', '4007']",5.0,2019-07-23 20:00:00,2019-07-24 00:00:00
2019,7,07/23/2019 11:55 PM,07/23/2019 11:56 PM,"0 Hours,  1 Minutes",Nebraska Public Power District,MRO,Nebraska:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['SWPP'],"['MPS', 'WAUE', 'LES', 'NPPD', 'OPPD']",6.0,2019-07-24 05:00:00,2019-07-24 05:00:00
2019,7,07/23/2019 11:55 PM,07/24/2019  5:22 AM,"5 Hours, 27 Minutes",Western Area Power Administration - Upper Great Plains Region,MRO,Nebraska: Scotts Bluff County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['WACM'],['WACM'],7.0,2019-07-24 06:00:00,2019-07-24 12:00:00
2019,7,07/30/2019  8:45 AM,07/30/2019  9:45 AM,"1 Hours,  0 Minutes",City of Alexandria,SERC,Louisiana:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",,13720,['MISO'],['8910'],6.0,2019-07-30 14:00:00,2019-07-30 15:00:00
2019,8,08/02/2019  1:49 AM,08/02/2019  1:55 AM,"0 Hours,  6 Minutes",Northern States Power Co,MRO,Minnesota: Chisago County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['MISO'],['0001'],6.0,2019-08-02 07:00:00,2019-08-02 07:00:00
2019,8,08/05/2019  5:23 PM,08/06/2019 12:02 AM,"6 Hours, 39 Minutes",Bonneville Power Administration,WECC,Oregon: Umatilla County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",66,,['BPAT'],['BPAT'],8.0,2019-08-06 01:00:00,2019-08-06 08:00:00
2019,8,08/08/2019  4:16 PM,08/08/2019 10:41 PM,"6 Hours, 25 Minutes",American Electric Power - (RFC Reliability Region),RF,Ohio:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",,5600,['PJM'],['AEP'],5.0,2019-08-08 21:00:00,2019-08-09 03:00:00
2019,8,08/13/2019  3:10 PM,08/13/2019  5:30 PM,"2 Hours, 20 Minutes",ERCOT,TRE,Texas: Williamson County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,,['ERCO'],"['SCEN', 'WEST', 'NCEN']",6.0,2019-08-13 21:00:00,2019-08-13 23:00:00
2019,8,08/15/2019  3:11 PM,08/15/2019  6:00 PM,"2 Hours, 49 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2019-08-15 21:00:00,2019-08-16 00:00:00
2019,8,08/15/2019 11:03 PM,08/16/2019 12:37 AM,"1 Hours, 34 Minutes",Pacific Gas & Electric Co,WECC,California: Marin County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Distribution Interruption",80,61318,['CISO'],['PGAE'],8.0,2019-08-16 07:00:00,2019-08-16 08:00:00
2019,8,08/18/2019  3:59 PM,08/18/2019 11:00 PM,"7 Hours,  1 Minutes","Southwest Power Pool, Inc.",SPP RE,Louisiana: Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Transmission Interruption,271,86373,['SWPP'],"['WFEC', 'CSWS', 'SPS']",6.0,2019-08-18 21:00:00,2019-08-19 05:00:00
2019,8,08/18/2019  4:30 PM,08/18/2019 10:00 PM,"5 Hours, 30 Minutes","East Texas Electric Coop, Inc",TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Transmission Interruption/Distribution Interruption",259,61000,"['ERCO', 'MISO', 'SWPP']","['COAS', '8910', 'EAST', 'CSWS']",6.0,2019-08-18 22:00:00,2019-08-19 04:00:00
2019,8,08/18/2019  4:47 PM,08/18/2019 11:00 PM,"6 Hours, 13 Minutes",American Electric Power - (SPP Reliability Region),TRE,Texas:,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident-Distribution Interruption,752,86373,"['ERCO', 'SWPP']","['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'CSWS']",6.0,2019-08-18 22:00:00,2019-08-19 05:00:00
2019,8,08/26/2019  9:09 AM,08/26/2019  1:34 PM,"4 Hours, 25 Minutes",Great River Energy,MRO,North Dakota:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,[],[],6.0,2019-08-26 15:00:00,2019-08-26 19:00:00
2019,8,08/26/2019  7:00 PM,08/27/2019  3:00 AM,"8 Hours,  0 Minutes","Southwest Power Pool, Inc.",SPP RE,Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",,95000,['SWPP'],"['WFEC', 'GRDA', 'EDE', 'CSWS', 'SPS', 'OKGE']",6.0,2019-08-27 01:00:00,2019-08-27 09:00:00
2019,8,08/26/2019  7:00 PM,08/29/2019  1:00 PM,"66 Hours,  0 Minutes",Oklahoma Gas & Electric Co,SPP RE,Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,103779,['SWPP'],['OKGE'],6.0,2019-08-27 01:00:00,2019-08-29 19:00:00
2019,9,09/04/2019  2:30 PM,09/06/2019  6:00 PM,"51 Hours, 30 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2019-09-04 20:00:00,2019-09-07 00:00:00
