Year,Month,Event Date and Time,Restoration Date and Time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,ba_codes,eia_codes,timezone_shift,start_time,end_time
2016,4,04/18/2016  5:05 AM,04/20/2016  7:55 AM,"50 Hours, 50 Minutes",CenterPoint Energy,TRE,Texas: Harris County,"Loss of electric service to more than 50,000 customers for 1 hour or more-Weather",Unknown,415103,['ERCO'],['COAS'],6.0,2016-04-18 11:00:00,2016-04-20 13:00:00
2016,4,04/27/2016  5:50 AM,04/28/2016  1:35 AM,"19 Hours, 45 Minutes",CenterPoint Energy,TRE,Texas: Harris County,"Loss of electric service to more than 50,000 customers for 1 hour or more-Weather",Unknown,214864,['ERCO'],['COAS'],6.0,2016-04-27 11:00:00,2016-04-28 07:00:00
2016,5,05/10/2016  8:45 PM,05/13/2016  3:00 AM,"54 Hours, 15 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Dallas County, Tarrant County, Parker County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Distribution Interruption",Unknown,85000,['ERCO'],['NCEN'],6.0,2016-05-11 02:00:00,2016-05-13 09:00:00
2016,5,05/19/2016  9:36 PM,05/20/2016  1:00 AM,"3 Hours, 24 Minutes",Pacificorp,WECC,Utah:,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident-System Operations,461,85179,['PACE'],['PACE'],7.0,2016-05-20 04:00:00,2016-05-20 08:00:00
2016,5,05/20/2016 12:00 AM,05/22/2016  5:00 AM,"53 Hours,  0 Minutes","Entergy Services, Inc.",SERC,Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Distribution Interruption",Unknown,85000,['MISO'],['8910'],6.0,2016-05-20 06:00:00,2016-05-22 11:00:00
2016,6,06/17/2016  3:40 PM,06/18/2016  8:34 AM,"16 Hours, 54 Minutes",Southern Company,SERC,"Georgia, Alabama, Mississippi, Florida","Loss of electric service to more than 50,000 customers for 1 hour or more-Weather",304,91260,['SOCO'],['SOCO'],6.0,2016-06-17 21:00:00,2016-06-18 14:00:00
2016,7,07/05/2016  2:45 AM,07/06/2016  3:00 AM,"24 Hours, 15 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Dallas County, Tarrant County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,52000,['ERCO'],['NCEN'],6.0,2016-07-05 08:00:00,2016-07-06 09:00:00
2016,7,07/05/2016  5:30 PM,07/06/2016  4:00 PM,"22 Hours, 30 Minutes",Northern States Power Co,MRO,"Minnesota, Wisconsin","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,250000,['MISO'],"['0027', '0035', '0001']",6.0,2016-07-05 23:00:00,2016-07-06 22:00:00
2016,7,07/07/2016  4:20 AM,07/07/2016  8:00 AM,"3 Hours, 40 Minutes",Kansas City Power & Light Co,SERC,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,58500,['SWPP'],"['KCPL', 'MPS']",6.0,2016-07-07 10:00:00,2016-07-07 14:00:00
2016,7,07/08/2016  7:00 PM,07/09/2016 12:00 AM,"5 Hours,  0 Minutes",Detroit Edison Co,RFC,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,160895,['MISO'],['0027'],5.0,2016-07-09 00:00:00,2016-07-09 05:00:00
2016,7,07/08/2016  8:50 PM,07/09/2016  7:25 PM,"22 Hours, 35 Minutes",Duke Energy Carolinas,SERC,North Carolina,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",600,203345,['DUK'],['DUK'],5.0,2016-07-09 01:00:00,2016-07-10 00:00:00
2016,7,07/09/2016  5:45 PM,07/11/2016  2:00 PM,"44 Hours, 15 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas: Dallas County,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,62000,['ERCO'],['NCEN'],6.0,2016-07-09 23:00:00,2016-07-11 20:00:00
2016,7,07/14/2016  2:44 PM,07/15/2016  4:00 AM,"13 Hours, 16 Minutes",American Electric Power - (SPP Reliability Region),SPP,Oklahoma,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,96966,['SWPP'],['CSWS'],6.0,2016-07-14 20:00:00,2016-07-15 10:00:00
2016,7,07/14/2016  4:30 PM,07/16/2016 12:00 AM,"31 Hours, 30 Minutes","Entergy Services, Inc.","SPP, SERC,",Arkansas: Louisiana: Mississippi: Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,170244,['MISO'],['8910'],6.0,2016-07-14 22:00:00,2016-07-16 06:00:00
2016,7,07/14/2016  5:30 PM,07/16/2016  8:00 PM,"50 Hours, 30 Minutes",Oklahoma Gas & Electric Co,SPP,Oklahoma: Arkansas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,7300,['SWPP'],['OKGE'],6.0,2016-07-14 23:00:00,2016-07-17 02:00:00
2016,7,07/19/2016  3:45 PM,07/19/2016  7:25 PM,"3 Hours, 40 Minutes",Pacificorp,WECC,Idaho,"Islanding, Uncontrolled Loss 300+ MW-System Operations",485,Unknown,['PACE'],['PACE'],7.0,2016-07-19 22:00:00,2016-07-20 02:00:00
2016,7,07/19/2016  3:45 PM,07/19/2016  7:29 PM,"3 Hours, 44 Minutes",Bonneville Power Administration,WECC,Idaho,"Islanding, Uncontrolled Loss 300+ MW-System Operations",290,Unknown,['BPAT'],['BPAT'],8.0,2016-07-19 23:00:00,2016-07-20 03:00:00
2016,7,07/22/2016 11:50 PM,07/23/2016  9:10 AM,"9 Hours, 20 Minutes",ISO New England,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,57058,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4008']",5.0,2016-07-23 04:00:00,2016-07-23 14:00:00
2016,7,07/23/2016  7:30 PM,07/24/2016  7:30 AM,"12 Hours,  0 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,101073,['ISNE'],"['4003', '4006', '4002', '4007', '4008']",5.0,2016-07-24 00:00:00,2016-07-24 12:00:00
2016,8,08/11/2016  4:30 PM,08/11/2016  7:15 PM,"2 Hours, 45 Minutes",FirstEnergy Corp,RFC,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,62140,['PJM'],['ATSI'],5.0,2016-08-11 21:00:00,2016-08-12 00:00:00
2016,8,08/23/2016  5:00 PM,08/24/2016 12:05 AM,"7 Hours,  5 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,72200,['ERCO'],['COAS'],6.0,2016-08-23 23:00:00,2016-08-24 06:00:00
2016,9,09/02/2016 12:40 AM,09/04/2016  8:00 PM,"67 Hours, 20 Minutes",City of Tallahassee - (FL),FRCC,"Florida: Leon County, Wakulla County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",450,75000,['TAL'],['TAL'],5.0,2016-09-02 05:00:00,2016-09-05 01:00:00
2016,9,09/02/2016  4:00 AM,09/02/2016  4:00 PM,"12 Hours,  0 Minutes",Duke Energy Florida,FRCC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Su","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",225,90000,['FPC'],['FPC'],5.0,2016-09-02 09:00:00,2016-09-02 21:00:00
2016,9,09/02/2016  5:45 AM,09/03/2016 12:30 AM,"18 Hours, 45 Minutes",Southern Company,SERC,Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,57000,['SOCO'],['SOCO'],6.0,2016-09-02 11:00:00,2016-09-03 06:00:00
2016,9,09/11/2016 12:05 PM,09/11/2016  3:10 PM,"3 Hours,  5 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,57960,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2016-09-11 17:00:00,2016-09-11 20:00:00
2016,9,09/12/2016 12:30 PM,09/12/2016  5:56 PM,"5 Hours, 26 Minutes",Public Service Company of New Mexico,WECC,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",Load shedding of 100 Megawatts or more implemented under emergency operational policy-Generation Inadequacy,110,53753,['PNM'],['PNM'],7.0,2016-09-12 19:00:00,2016-09-13 00:00:00
2016,9,09/22/2016 10:56 AM,09/22/2016 11:41 AM,"0 Hours, 45 Minutes",Cedar Falls Utilities,MRO,Iowa: Black Hawk County;,Complete operational failure or shut-down of the transmission and/or distribution electrical system-System Operations,69,19124,['MISO'],['0035'],6.0,2016-09-22 16:00:00,2016-09-22 17:00:00
2016,10,10/02/2016 11:30 PM,10/05/2016  8:00 AM,"56 Hours, 30 Minutes",Pacificorp,WECC,Utah:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Transmission Interruption,50,4000,['PACE'],['PACE'],7.0,2016-10-03 06:00:00,2016-10-05 15:00:00
2016,10,10/03/2016  3:09 PM,10/04/2016  7:00 PM,"27 Hours, 51 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Public Appeal,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2016-10-03 21:00:00,2016-10-05 01:00:00
2016,10,10/05/2016 11:32 AM,10/05/2016  7:00 PM,"7 Hours, 28 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Public Appeal,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2016-10-05 17:00:00,2016-10-06 01:00:00
2016,10,10/06/2016  9:50 AM,10/06/2016  7:00 PM,"9 Hours, 10 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Public Appeal,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2016-10-06 15:00:00,2016-10-07 01:00:00
2016,10,10/06/2016  7:30 PM,10/08/2016  6:00 PM,"46 Hours, 30 Minutes",Florida Power & Light,FRCC,Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",5600,1200000,['FPL'],['FPL'],5.0,2016-10-07 00:00:00,2016-10-08 23:00:00
2016,10,10/07/2016  8:00 AM,10/09/2016  1:00 PM,"53 Hours,  0 Minutes",Duke Energy Florida,FRCC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Su","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",413,165000,['FPC'],['FPC'],5.0,2016-10-07 13:00:00,2016-10-09 18:00:00
2016,10,10/07/2016 11:08 AM,10/07/2016  7:00 PM,"7 Hours, 52 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Generation Inadequacy,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2016-10-07 17:00:00,2016-10-08 01:00:00
2016,10,10/07/2016  4:22 PM,10/12/2016 11:00 AM,"114 Hours, 38 Minutes",Southern Company,SERC,Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",122,36384,['SOCO'],['SOCO'],6.0,2016-10-07 22:00:00,2016-10-12 17:00:00
2016,10,10/08/2016  8:21 AM,10/13/2016  5:30 PM,"129 Hours,  9 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,Unknown,"['CPLE', 'CPLW']","['CPLE', 'CPLW']",5.0,2016-10-08 13:00:00,2016-10-13 22:00:00
2016,10,10/10/2016  1:15 PM,10/10/2016  7:00 PM,"5 Hours, 45 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system-Generation Inadequacy,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2016-10-10 19:00:00,2016-10-11 01:00:00
2016,10,10/28/2016  1:29 PM,10/28/2016  1:38 PM,"0 Hours,  9 Minutes",Pacific Gas & Electric Co,WECC,California: Plumas County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Islanding,4,482,['CISO'],['PGAE'],8.0,2016-10-28 21:00:00,2016-10-28 21:00:00
2016,11,11/09/2016 11:59 AM,11/09/2016  6:15 PM,"6 Hours, 16 Minutes",Modesto Irrigation District,WECC,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",Cyber event that could potentially impact electric power system adequacy or reliability-Cyber Attack,0,0,['BANC'],['BANC'],8.0,2016-11-09 20:00:00,2016-11-10 03:00:00
2016,12,12/30/2016  2:30 AM,12/30/2016  7:00 PM,"16 Hours, 30 Minutes",ISO New England,NPCC,Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Weather or Natural Disaster",Unknown,85263,['ISNE'],['4001'],5.0,2016-12-30 08:00:00,2016-12-31 01:00:00
2017,1,01/08/2017  9:07 AM,01/13/2017  2:30 PM,"125 Hours, 23 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,106000,['CISO'],['PGAE'],8.0,2017-01-08 18:00:00,2017-01-13 23:00:00
2017,1,01/10/2017  7:30 PM,01/13/2017  2:30 PM,"67 Hours,  0 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,87000,['CISO'],['PGAE'],8.0,2017-01-11 04:00:00,2017-01-13 23:00:00
2017,1,01/15/2017  6:35 AM,01/15/2017  7:44 AM,"1 Hours,  9 Minutes",Los Angeles Department of Water & Power,WECC,California: Los Angeles County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Transmission Disruption",176,126000,['LDWP'],['LDWP'],8.0,2017-01-15 15:00:00,2017-01-15 16:00:00
2017,1,01/15/2017  9:27 AM,01/17/2017  1:58 AM,"40 Hours, 31 Minutes",Oklahoma Municipal Power Authority,SPP,Oklahoma: Harper County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,1,788,['SWPP'],['WFEC'],6.0,2017-01-15 16:00:00,2017-01-17 08:00:00
2017,1,01/18/2017  6:05 PM,01/19/2017 12:05 AM,"6 Hours,  0 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,75000,['CISO'],['PGAE'],8.0,2017-01-19 03:00:00,2017-01-19 09:00:00
2017,1,01/22/2017  4:15 AM,01/24/2017  2:00 PM,"57 Hours, 45 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",97,64000,['CISO'],['PGAE'],8.0,2017-01-22 13:00:00,2017-01-24 23:00:00
2017,1,01/22/2017  4:00 PM,01/23/2017  3:26 AM,"11 Hours, 26 Minutes",Southern Company,SERC,Alabama: Georgia: Mississippi: Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",100,29965,['SOCO'],['SOCO'],6.0,2017-01-22 23:00:00,2017-01-23 10:00:00
2017,2,02/02/2017  1:04 AM,02/02/2017  5:00 AM,"3 Hours, 56 Minutes",Public Service Company of New Mexico,WECC,"New Mexico: Bernalillo County, Santa Fe County;",Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident-Transmission Interruption,396,149223,['PNM'],['PNM'],7.0,2017-02-02 09:00:00,2017-02-02 13:00:00
2017,2,02/17/2017  8:09 AM,02/22/2017  7:30 PM,"131 Hours, 21 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",254,169250,['CISO'],['PGAE'],8.0,2017-02-17 17:00:00,2017-02-23 04:00:00
2017,2,02/17/2017  1:00 PM,02/17/2017  1:15 PM,"0 Hours, 15 Minutes",Nevada Power Company d/b/a NV Energy,WECC,Nevada: Clark County;,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems-Vandalism,0,0,['NEVP'],['NEVP'],8.0,2017-02-17 22:00:00,2017-02-17 22:00:00
2017,2,02/17/2017  3:00 PM,02/20/2017 11:00 AM,"68 Hours,  0 Minutes",LADWP,WECC,California: Los Angeles County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,111591,['LDWP'],['LDWP'],8.0,2017-02-18 00:00:00,2017-02-20 20:00:00
2017,3,03/01/2017  8:30 AM,03/01/2017  2:00 PM,"5 Hours, 30 Minutes",Tennessee Valley Authority,SERC,Tennessee: Kentucky:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,58000,['TVA'],['TVA'],6.0,2017-03-01 15:00:00,2017-03-01 21:00:00
2017,3,03/01/2017 11:49 AM,03/02/2017  9:30 PM,"33 Hours, 41 Minutes",American Electric Power,RFC,Kentucky: West Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,98575,['PJM'],['AEP'],6.0,2017-03-01 18:00:00,2017-03-03 04:00:00
2017,3,03/02/2017 12:20 PM,03/02/2017 11:45 PM,"11 Hours, 25 Minutes",ISO New England,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,54316,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2017-03-02 18:00:00,2017-03-03 05:00:00
2017,3,03/06/2017  8:00 PM,03/07/2017  1:00 AM,"5 Hours,  0 Minutes",Kansas City Power & Light Co,SERC,"Missouri: Jackson County, Platte County, Cass County, Lafayette County, Chariton County, Carroll County, Clay County, Johnson County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,97734,['SWPP'],"['KCPL', 'MPS']",6.0,2017-03-07 03:00:00,2017-03-07 08:00:00
2017,3,03/08/2017  9:30 AM,03/11/2017  5:00 AM,"67 Hours, 30 Minutes",Consumers Energy Co,RFC,"Michigan: Jackson County, Calhoun County, Ingham County, Hillsdale County, Washtenaw County, Kent County, Ottawa County, Midland County, Saginaw County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,343000,['MISO'],['0027'],5.0,2017-03-08 15:00:00,2017-03-11 11:00:00
2017,3,03/08/2017 11:30 AM,03/08/2017  7:52 PM,"8 Hours, 22 Minutes",Cleveland Electric Illum Co,RFC,Ohio,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,71012,['PJM'],['ATSI'],5.0,2017-03-08 17:00:00,2017-03-09 01:00:00
2017,3,03/08/2017 12:00 PM,03/11/2017 11:31 AM,"71 Hours, 31 Minutes",Detroit Edison Co,RFC,Michigan,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,800000,['MISO'],['0027'],5.0,2017-03-08 18:00:00,2017-03-11 17:00:00
2017,3,03/08/2017  1:30 PM,03/08/2017  4:30 PM,"3 Hours,  0 Minutes",Niagara Mohawk Power Corporation (dba National Grid),NPCC,New York,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",Unknown,106869,['NYIS'],"['ZONG', 'ZONA', 'ZONC', 'ZONE', 'ZOND', 'ZONF', 'ZONB']",5.0,2017-03-08 19:00:00,2017-03-08 22:00:00
2017,3,03/21/2017  8:00 PM,03/22/2017  9:15 AM,"13 Hours, 15 Minutes",Southern Company,SERC,Georgia,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",857,257000,['SOCO'],['SOCO'],6.0,2017-03-22 02:00:00,2017-03-22 15:00:00
2017,3,03/29/2017  3:30 AM,03/31/2017  6:00 AM,"50 Hours, 30 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,175000,['ERCO'],"['NRTH', 'SCEN', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2017-03-29 09:00:00,2017-03-31 12:00:00
2017,4,04/03/2017 11:00 AM,04/03/2017  8:00 PM,"9 Hours,  0 Minutes",Southern Company,SERC,"Alabama, Georgia","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",290,86330,['SOCO'],['SOCO'],6.0,2017-04-03 17:00:00,2017-04-04 02:00:00
2017,4,04/07/2017  4:33 AM,04/07/2017  8:20 AM,"3 Hours, 47 Minutes",Pacificorp,WECC,Oregon,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",100,64852,['PACW'],['PACW'],7.0,2017-04-07 11:00:00,2017-04-07 15:00:00
2017,4,04/07/2017  8:15 AM,04/08/2017 12:14 AM,"15 Hours, 59 Minutes",Portland General Electric Co,WECC,"Oregon: Multnomah County, Washington County, Marion County, Clackamas County","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,153867,['PGE'],['PGE'],8.0,2017-04-07 16:00:00,2017-04-08 08:00:00
2017,4,04/24/2017  5:32 AM,04/24/2017  6:33 AM,"1 Hours,  1 Minutes",Duke Energy Carolinas,SERC,North Carolina: Mecklenburg County,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",240,74698,['DUK'],['DUK'],5.0,2017-04-24 10:00:00,2017-04-24 11:00:00
2017,4,04/30/2017  1:00 AM,04/30/2017  5:45 PM,"16 Hours, 45 Minutes",Entergy Corp,SERC,"Arkansas, Louisiana, Mississippi","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,145174,['MISO'],['8910'],6.0,2017-04-30 07:00:00,2017-04-30 23:00:00
2017,5,05/01/2017 11:14 PM,05/01/2017 11:34 PM,"0 Hours, 20 Minutes",Pennsylvania Electric Co,RFC,Ohio,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,92390,['PJM'],['ATSI'],5.0,2017-05-02 04:00:00,2017-05-02 04:00:00
2017,5,05/03/2017  6:58 PM,05/03/2017  9:15 PM,"2 Hours, 17 Minutes",Southern California Edison Co,WECC,California,Load shedding of 100 Megawatts or more implemented under emergency operational policy-Generation Inadequacy,572,0,['CISO'],['SCE'],8.0,2017-05-04 02:00:00,2017-05-04 05:00:00
