r,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
p28023,MS,0.007497959,0.006940476,0.030777551,0.080372078,0.055997754,0.062801139,0.049704721,0.068853127,0.076895248,0.089888641
p28027,MS,0.011246939,0.008427721,0.030777551,0.071579747,0.044208753,0.060005759,0.059645666,0.073147776,0.072403226,0.084913182
p28029,MS,0.011246939,0.007634524,0.024622041,0.063858046,0.044208753,0.060005759,0.059645666,0.082027853,0.091024699,0.106712852
p28031,MS,0.007497959,0.005354082,0.018466531,0.047344014,0.032419752,0.044512152,0.044734249,0.062187869,0.069667177,0.081511024
p28033,MS,0.052485714,0.037478571,0.129265714,0.318219599,0.209254764,0.284535187,0.283316912,0.389500851,0.432091674,0.50702636
p28035,MS,0.041238776,0.029844048,0.104643673,0.263153884,0.176835012,0.238753212,0.236097427,0.321886914,0.354420531,0.417322258
p28037,MS,0.00374898,0.002280442,0.00615551,0.018712115,0.014736251,0.02000192,0.019881889,0.027887885,0.03148499,0.036840587
p28039,MS,0.007497959,0.005354082,0.018466531,0.047344014,0.032419752,0.044512152,0.044734249,0.060707856,0.066563598,0.077940871
p28041,MS,0.00374898,0.002280442,0.00615551,0.020910198,0.017683501,0.02324041,0.022367125,0.030860248,0.03434355,0.040267181
p28043,MS,0.011246939,0.008427721,0.030777551,0.071579747,0.044208753,0.060005759,0.059645666,0.079593621,0.085920129,0.100739349
p28045,MS,0.018744898,0.013781803,0.049244082,0.125518009,0.085470256,0.115503204,0.114320859,0.155676748,0.171227709,0.201096127
p28047,MS,0.101222449,0.072676701,0.252375918,0.63091558,0.421456778,0.569769219,0.564148589,0.825590295,0.965253841,1.141896299
p28049,MS,0.161206122,0.103611395,0.30777551,0.689420472,0.406720527,0.53579925,0.516929103,0.706779599,0.780223374,0.920498212
p28051,MS,0.007497959,0.005354082,0.018466531,0.047344014,0.032419752,0.044512152,0.044734249,0.061292072,0.067788695,0.079368831
p28053,MS,0,0.000793197,0.00615551,0.014315949,0.008841751,0.010985294,0.009940944,0.01420684,0.016293789,0.019086547
p28055,MS,0,0,0,0,0,0.001269823,0.002485236,0.002641307,0.002164338,0.0025464
p28059,MS,0.052485714,0.038271769,0.135421224,0.363308709,0.259358017,0.353557571,0.352903522,0.486767658,0.541574499,0.633549415
p28061,MS,0.007497959,0.005354082,0.018466531,0.047344014,0.032419752,0.044512152,0.044734249,0.062207343,0.069708013,0.081582295
p28063,MS,0.00374898,0.003073639,0.01231102,0.030829982,0.020630751,0.027748723,0.027337597,0.036298654,0.038998918,0.045669754
p28065,MS,0.00374898,0.003073639,0.01231102,0.033028064,0.023578002,0.032257036,0.032308069,0.043859709,0.048105471,0.05626058
p28067,MS,0.033740816,0.024489966,0.086177143,0.226800285,0.15915151,0.215512802,0.213730302,0.286313993,0.310194533,0.3630033
p28073,MS,0.011246939,0.008427721,0.030777551,0.080372078,0.055997754,0.078039011,0.079527554,0.109428892,0.121488775,0.142576521
p28075,MS,0.029991837,0.023002721,0.086177143,0.248781114,0.188624012,0.261865754,0.26592026,0.352901017,0.378963305,0.443159418
p28077,MS,0.007497959,0.005354082,0.018466531,0.045145931,0.029472502,0.041273662,0.042249013,0.056060742,0.060193094,0.070349779
p28079,MS,0.014995918,0.013087755,0.055399592,0.137635875,0.091364756,0.132138766,0.13917322,0.165868102,0.15885423,0.185632169
p28083,MS,0.007497959,0.006147279,0.024622041,0.05946188,0.038314253,0.052258955,0.052189958,0.070150739,0.076241863,0.089363782
p28085,MS,0.011246939,0.008427721,0.030777551,0.078173995,0.053050503,0.072260875,0.072071846,0.108943982,0.130595329,0.152906955
p28089,MS,0.052485714,0.035892177,0.116954694,0.263210706,0.15620426,0.205925199,0.198818886,0.263280298,0.282139814,0.335723921
p28091,MS,0.011246939,0.009220918,0.036933061,0.092489945,0.061892254,0.076897055,0.06958661,0.092067288,0.098579463,0.115329225
p28097,MS,0.00374898,0.003073639,0.01231102,0.030829982,0.020630751,0.029018545,0.029822833,0.040926294,0.045328585,0.05311856
p28101,MS,0.011246939,0.010807313,0.049244082,0.129914175,0.091364756,0.133408589,0.141658456,0.169814157,0.163754618,0.191201975
p28107,MS,0.014995918,0.010708163,0.036933061,0.090291862,0.058945004,0.080007678,0.079527554,0.109662578,0.121978814,0.143005673
p28109,MS,0.037489796,0.030736395,0.123110204,0.301705567,0.197465763,0.29316821,0.315624981,0.390654401,0.390642562,0.456204502
p28111,MS,0.00374898,0.003073639,0.01231102,0.030829982,0.020630751,0.027748723,0.027337597,0.037428137,0.041367438,0.048430475
p28113,MS,0.029991837,0.02617551,0.110799184,0.259885171,0.162098761,0.239068455,0.255979316,0.294878008,0.27078725,0.316242087
p28119,MS,0.00374898,0.002280442,0.00615551,0.018712115,0.014736251,0.02000192,0.019881889,0.026972614,0.029565672,0.034579779
p28121,MS,0.052485714,0.037478571,0.129265714,0.318219599,0.209254764,0.284535187,0.283316912,0.390416122,0.434010992,0.5082456
p28123,MS,0.011246939,0.008427721,0.030777551,0.078173995,0.053050503,0.070991052,0.06958661,0.095825741,0.10646092,0.124681468
p28125,MS,0.00374898,0.003073639,0.01231102,0.028631899,0.017683501,0.024510233,0.024852361,0.026452021,0.021725052,0.025417167
p28127,MS,0.007497959,0.006147279,0.024622041,0.061659963,0.041261503,0.056767268,0.05716043,0.078899699,0.087839447,0.102929142
p28129,MS,0.00374898,0.003073639,0.01231102,0.033028064,0.023578002,0.032257036,0.032308069,0.043976552,0.048350491,0.056569844
p28131,MS,0.00374898,0.003866837,0.018466531,0.047344014,0.032419752,0.047051797,0.049704721,0.064159929,0.067053637,0.078370023
p28133,MS,0.007497959,0.006147279,0.024622041,0.063858046,0.044208753,0.062545404,0.064616138,0.079657243,0.079304605,0.092933681
p28135,MS,0.00374898,0.003866837,0.018466531,0.042947848,0.026525252,0.036765349,0.037278541,0.047194938,0.048350491,0.056617188
p28137,MS,0.007497959,0.006147279,0.024622041,0.057263797,0.035367002,0.047750642,0.047219485,0.063777588,0.06962634,0.081771162
p28143,MS,0.00374898,0.003073639,0.01231102,0.028631899,0.017683501,0.02324041,0.022367125,0.030899196,0.034425223,0.040315034
p28147,MS,0.007497959,0.005354082,0.018466531,0.042947848,0.026525252,0.036765349,0.037278541,0.051303921,0.056967005,0.06687355
p28149,MS,0.018744898,0.013781803,0.049244082,0.127716092,0.088417506,0.122551163,0.124261804,0.170818333,0.189481653,0.222136001
p28151,MS,0.014995918,0.013087755,0.055399592,0.135437793,0.088417506,0.127630453,0.134202748,0.164519205,0.16277454,0.190604063
p28153,MS,0.007497959,0.005354082,0.018466531,0.047344014,0.032419752,0.044512152,0.044734249,0.060591013,0.066318578,0.07765528
p28157,MS,0.011246939,0.010014116,0.043088571,0.109003977,0.073681255,0.111438002,0.121776568,0.140874684,0.130064453,0.151767388
p28163,MS,0.018744898,0.016954592,0.073866122,0.182781806,0.120837258,0.175952073,0.186392705,0.220629296,0.209573242,0.24467867
p28003,MS,0.063732653,0.072875,0.369330612,0.984247684,0.698498296,0.847521035,0.745570822,0.872799731,0.817915521,0.954442173
p28009,MS,0.00374898,0.003073639,0.01231102,0.030829982,0.020630751,0.029018545,0.029822833,0.037829951,0.038835571,0.045408343
p28013,MS,0.007497959,0.008526871,0.043088571,0.109003977,0.073681255,0.097469953,0.094438971,0.116416132,0.115894166,0.135274331
p28017,MS,0.007497959,0.005354082,0.018466531,0.045145931,0.029472502,0.040003839,0.039763777,0.058287898,0.068237897,0.079845072
p28019,MS,0.00374898,0.002280442,0.00615551,0.018712115,0.014736251,0.02000192,0.019881889,0.027595778,0.030872442,0.036126608
p28025,MS,0.011246939,0.010014116,0.043088571,0.109003977,0.073681255,0.108898356,0.116806095,0.137149977,0.129002703,0.150790216
p28057,MS,0.022493878,0.030339796,0.166198776,0.46126545,0.338933772,0.301316321,0.146628928,0.203995969,0.228684753,0.26700218
p28069,MS,0.00374898,0.002280442,0.00615551,0.018712115,0.014736251,0.02000192,0.019881889,0.02695314,0.029524835,0.034579524
p28071,MS,0.033740816,0.028455952,0.116954694,0.27420112,0.170940511,0.244974458,0.255979316,0.301518592,0.284712518,0.332544241
p28081,MS,0.029991837,0.021416327,0.073866122,0.184979889,0.123784508,0.16776216,0.166510817,0.229274358,0.254697644,0.29876651
p28087,MS,0.063732653,0.062563435,0.28930898,0.747584436,0.515768784,0.644194989,0.586515713,0.700601299,0.672782376,0.785205573
p28093,MS,0.011246939,0.007634524,0.024622041,0.061659963,0.041261503,0.056767268,0.05716043,0.07829601,0.086573514,0.101477256
p28095,MS,0.014995918,0.011501361,0.043088571,0.104607811,0.067786754,0.090992972,0.089468499,0.126615231,0.144030558,0.168637925
p28099,MS,0.018744898,0.016954592,0.073866122,0.187177972,0.126731758,0.183698876,0.193848414,0.231532717,0.222314249,0.25978984
p28103,MS,0.00374898,0.003866837,0.018466531,0.045145931,0.029472502,0.041273662,0.042249013,0.053275981,0.054353465,0.063614189
p28105,MS,0.018744898,0.013781803,0.049244082,0.123319926,0.082523005,0.112264714,0.111835623,0.1677382,0.199894976,0.23408428
p28115,MS,0.018744898,0.016954592,0.073866122,0.180583723,0.117890008,0.176523051,0.191363178,0.225425064,0.212881003,0.248557833
p28117,MS,0.018744898,0.016954592,0.073866122,0.178385641,0.114942758,0.16820527,0.178936997,0.209570084,0.196505541,0.22951812
p28139,MS,0.011246939,0.009220918,0.036933061,0.094688027,0.064839504,0.09664324,0.104379915,0.123553964,0.117364282,0.137129914
p28141,MS,0.011246939,0.009220918,0.036933061,0.088093779,0.055997754,0.079308833,0.08201279,0.101047998,0.100539618,0.117661304
p28145,MS,0.011246939,0.008427721,0.030777551,0.078173995,0.053050503,0.073530698,0.074557082,0.111760554,0.133127196,0.155455647
p28155,MS,0.00374898,0.003073639,0.01231102,0.028631899,0.017683501,0.02324041,0.022367125,0.030840774,0.034302713,0.040172238
p28159,MS,0.018744898,0.018540986,0.086177143,0.220206036,0.15030976,0.209606799,0.213730302,0.252857914,0.240037318,0.280021555
p28161,MS,0.007497959,0.006147279,0.024622041,0.063858046,0.044208753,0.061275581,0.062130902,0.079450167,0.082244838,0.096266095
p30001,MT,0.297661097,0.213849661,0.268658824,0.375053426,0.459852364,0.590465824,0.777283718,1.033963633,1.435641782,2.067139625
p30007,MT,0.068691022,0.04977415,0.063094118,0.085813036,0.102375891,0.130354951,0.170158432,0.223807356,0.307449021,0.446427729
p30023,MT,0,0,0,0,0,0,0,0,0,0
p30029,MT,0.286212594,0.200170317,0.244235294,0.321933671,0.370902819,0.463525686,0.593512611,0.772440839,1.050340862,1.518941009
p30039,MT,0,0,0,0,0,0,0,0,0,0
p30043,MT,0.057242519,0.040821915,0.050882353,0.071104673,0.087271252,0.111351685,0.145655618,0.187432366,0.252029026,0.372035579
p30047,MT,0.011448504,0.008952235,0.012211765,0.016740051,0.02013952,0.025337688,0.032670419,0.040155476,0.051461424,0.076095161
p30053,MT,0.045794015,0.034233235,0.044776471,0.061380189,0.073844905,0.094978238,0.125236606,0.153193046,0.195289507,0.290254427
p30057,MT,0.309109601,0.231468264,0.303258824,0.436028158,0.550480202,0.713815637,0.948803417,1.241466622,1.696907474,2.418370097
p30061,MT,0,0.001575703,0.004070588,0.005580017,0.006713173,0.007927551,0.009528872,0.012509651,0.017153808,0.025365054
p30063,MT,0.709807232,0.518009521,0.661470588,0.939259796,1.171448722,1.535491959,2.062320197,2.607031273,3.442637324,5.166135952
p30077,MT,0,0.001575703,0.004070588,0.004902788,0.00503488,0.006334422,0.008167605,0.010652436,0.014514761,0.021603981
p30081,MT,0.080139526,0.053999274,0.063094118,0.085135807,0.100697598,0.127206786,0.164713362,0.212942521,0.287656166,0.423728144
p30089,MT,0.022897007,0.017116618,0.022388235,0.032044553,0.040279039,0.051193722,0.066702105,0.087567557,0.120076656,0.174801142
p30093,MT,0.618219202,0.462148677,0.604482353,0.88822873,1.144596029,1.452465569,1.88943923,2.467372273,3.36610495,4.900991671
p30003,MT,0.068691022,0.048986298,0.061058824,0.085054716,0.104054184,0.13298477,0.174242234,0.214162541,0.274460929,0.396660082
p30005,MT,0.080139526,0.059514236,0.077341176,0.105343097,0.125871997,0.159915587,0.208273921,0.27384596,0.376064254,0.548806021
p30009,MT,0.171727556,0.123253597,0.154682353,0.210686193,0.251743995,0.318276139,0.412464039,0.531321496,0.715181844,1.046793172
p30013,MT,0.767049751,0.557255733,0.708282353,1.010202287,1.265433147,1.637665799,2.172582861,2.757465682,3.656400163,5.390910151
p30015,MT,0.045794015,0.033445384,0.042741176,0.056558492,0.065453439,0.081829141,0.104817594,0.138587868,0.191330936,0.279104352
p30031,MT,0.240418579,0.167512785,0.203529412,0.278323628,0.333980366,0.42018333,0.541784448,0.711192889,0.975128012,1.416340809
p30035,MT,0.034345511,0.025281001,0.032564706,0.043285679,0.050348799,0.063862566,0.083037315,0.108872429,0.149106178,0.217091025
p30041,MT,0.125933541,0.11186806,0.168929412,0.217348895,0.243352528,0.297870208,0.372987283,0.453410439,0.573992808,0.83272267
p30049,MT,1.179195885,0.854324927,1.082776471,1.527627241,1.89311484,2.436687298,3.215313733,4.244394133,5.85076807,8.487027923
p30051,MT,0.022897007,0.014753063,0.016282353,0.02096561,0.023496106,0.030078982,0.039476756,0.051895819,0.07125428,0.103385133
p30059,MT,0,0,0,0,0,0,0,0,0,0
p30067,MT,0.034345511,0.023705297,0.028494118,0.037028432,0.041957332,0.053305196,0.06942464,0.090791133,0.124035227,0.180442752
p30071,MT,0.125933541,0.099262433,0.136364706,0.203184079,0.265170341,0.329466132,0.419270377,0.52391855,0.683513275,0.997069906
p30073,MT,0.034345511,0.022129594,0.024423529,0.032125644,0.036922453,0.045934083,0.058534501,0.076424267,0.104242372,0.151316625
p30095,MT,0,0.001575703,0.004070588,0.007611705,0.011748053,0.014780318,0.019057744,0.021092474,0.023751427,0.033849659
p30097,MT,0.034345511,0.022917446,0.026458824,0.034915653,0.040279039,0.050157031,0.06397957,0.083853127,0.114798562,0.166360918
p30099,MT,0.045794015,0.031081829,0.036635294,0.048865696,0.057061972,0.072308462,0.093927455,0.123730148,0.170218557,0.247179611
p30101,MT,0.011448504,0.008164383,0.010176471,0.014627272,0.018461226,0.023226214,0.029947884,0.038404461,0.051461424,0.076095161
p30033,MT,0.045794015,0.031081829,0.036635294,0.050897384,0.062096852,0.079679575,0.104817594,0.138097014,0.190011412,0.275387661
p30105,MT,0.160279052,0.128482692,0.179105882,0.236039544,0.271883514,0.334801957,0.421992912,0.522724445,0.675596133,0.975687835
p30027,MT,0.206073067,0.20683562,0.337858824,0.449596837,0.523627509,0.646857952,0.818121741,0.991509371,1.250908464,1.83140682
p30037,MT,0.057242519,0.043973322,0.059023529,0.084973625,0.107410771,0.138762754,0.183771107,0.242379505,0.333839495,0.476693843
p30045,MT,0.137382045,0.099548299,0.126188235,0.182461743,0.231604475,0.297603559,0.392045028,0.511807783,0.698028035,1.001230415
p30065,MT,0.09158803,0.069254322,0.091588235,0.13164545,0.166151037,0.215256072,0.285866166,0.375780382,0.515933765,0.735289819
p30069,MT,0.011448504,0.009740086,0.014247059,0.020884519,0.026852693,0.033783584,0.043560559,0.05697661,0.077851898,0.112787815
p30075,MT,0.034345511,0.026856704,0.036635294,0.05428353,0.070488319,0.090236945,0.118430269,0.14930636,0.196609031,0.288462653
p30087,MT,0.595322195,0.452910576,0.602447059,0.862412923,1.084177471,1.397704662,1.847239939,2.414216292,3.296170194,4.707679334
p30103,MT,0.022897007,0.016328766,0.020352941,0.028577315,0.035244159,0.04589599,0.061257036,0.080138697,0.109520467,0.160674927
p30107,MT,0.137382045,0.105851113,0.142470588,0.210199646,0.271883514,0.351389007,0.46555347,0.601789464,0.812826597,1.163000946
p30111,MT,1.476856983,1.051629704,1.308694118,1.846799404,2.289192059,2.965059195,3.936785485,4.98329127,6.589701341,9.805452801
p30011,MT,0.011448504,0.008952235,0.012211765,0.016062822,0.018461226,0.022707869,0.028586617,0.037528953,0.051461424,0.075177084
p30017,MT,0.103036534,0.07032804,0.083447059,0.11574481,0.140976637,0.179437199,0.234138003,0.302261094,0.407732822,0.596693132
p30019,MT,0.022897007,0.015540914,0.018317647,0.025787307,0.031887573,0.040118006,0.051728163,0.065665632,0.087088564,0.126869649
p30021,MT,0.045794015,0.030293977,0.0346,0.046075687,0.053705386,0.067567169,0.087121117,0.114934927,0.158342844,0.231172859
p30025,MT,0.011448504,0.007376531,0.008141176,0.011160034,0.013426346,0.016373447,0.020419012,0.026876517,0.036946664,0.053573103
p30055,MT,0.09158803,0.065315064,0.081411765,0.117695407,0.149368104,0.19103126,0.250473212,0.328474501,0.449957581,0.646771453
p30079,MT,0.011448504,0.00658868,0.006105882,0.007692796,0.008391466,0.010039025,0.012251407,0.016224081,0.022431903,0.0328872
p30083,MT,0.263315586,0.209052804,0.289011765,0.452391254,0.61593364,0.786314562,1.029118197,1.310792312,1.744410327,2.491577879
p30085,MT,0.045794015,0.03186968,0.038670588,0.051655704,0.060418559,0.076013065,0.098011257,0.128320086,0.175496652,0.25378368
p30091,MT,0.034345511,0.022129594,0.024423529,0.032802874,0.038600746,0.048563902,0.062618303,0.082977619,0.114798562,0.166360918
p30109,MT,0.034345511,0.028432407,0.040705882,0.055800172,0.067131732,0.08342227,0.106178862,0.125228622,0.153064749,0.222732635
p37003,NC,0.136265547,0.160654716,0.251683281,0.248628399,0.286473869,0.359678972,0.454351268,0.575870792,0.741136987,0.853961912
p37005,NC,0.060117153,0.08738847,0.163326385,0.166031938,0.197402162,0.247729305,0.312778047,0.397477753,0.512936694,0.620085563
p37007,NC,0.126246021,0.147921807,0.230263428,0.217288631,0.237123329,0.282279989,0.33582485,0.407210169,0.499573614,0.574855884
p37009,NC,0.132257737,0.162494346,0.26507069,0.306676219,0.411655728,0.534564699,0.699086371,0.909887373,1.20267722,1.393941082
p37011,NC,0.099193302,0.117854812,0.186084979,0.178444018,0.198605834,0.25019192,0.317167914,0.40305501,0.520132199,0.597801198
p37021,NC,2.384647068,2.930667771,4.781982346,5.20435802,6.62139813,8.692209706,11.48938025,15.37477764,20.86696372,26.35633454
p37023,NC,0.406792735,0.474852067,0.736307472,0.698281891,0.766738885,0.940339779,1.157827506,1.443005248,1.824574414,2.099408375
p37025,NC,1.248432877,1.472552102,2.30798924,2.29591862,2.666132859,3.635729599,4.980304477,6.278477862,8.035322927,10.00197049
p37027,NC,0.405790783,0.483132505,0.76442103,0.754719781,0.869050982,1.072644431,1.330129799,1.665940078,2.11753425,2.623441432
p37035,NC,1.267469975,1.478398089,2.290585609,2.248525845,2.572246465,3.032464006,3.565669732,4.28935976,5.214685072,6.470611958
p37039,NC,0.182355364,0.217281534,0.344056401,0.337745142,0.386378622,0.479482888,0.598119423,0.752140857,0.960085917,1.167709358
p37043,NC,0.042082007,0.060580105,0.112454232,0.133495517,0.182958101,0.274152492,0.406062727,0.545562303,0.743192846,1.004541504
p37045,NC,0.666298445,0.801928933,1.282513742,1.321521576,1.593661357,2.135119081,2.87755803,3.671019333,4.756228628,6.166937248
